0.101,0.036,0,0.001,4314256,?file=default.css&version=4.2.1&driver=mysql
0.031,0.028,0,0.001,4310880,
0.06,0.032,0,0.001,4313472,?file=default.css&version=4.2.1&driver=mysql
0.071,0.028,0.004,0.001,4313448,?file=functions.js&version=4.2.1&driver=mysql
0.03,0.028,0,0.001,4093904,adminer.css
0.034,0.028,0.004,0.001,4305512,
0.064,0.032,0,0.001,4310560,?file=default.css&version=4.2.1&driver=mysql
0.065,0.02,0.012,0.001,4310840,?file=functions.js&version=4.2.1&driver=mysql
0.033,0.024,0.008,0.001,4091136,adminer.css
0.034,0.032,0,0.001,4309608,?file=favicon.ico&version=4.2.1&driver=mysql
0.031,0.032,0,0.001,4311088,
0.065,0.028,0,0.001,4313448,?file=default.css&version=4.2.1&driver=mysql
0.067,0.028,0,0.001,4313448,?file=functions.js&version=4.2.1&driver=mysql
0.06,0.028,0,0.001,4093904,adminer.css
0.042,0.032,0.008,0.001,4310544,
0.031,0.028,0,0.001,4309008,?
0.031,0.032,0,0.001,4310840,?
0.032,0.032,0,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.031,0.024,0.004,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.03,0.028,0,0.001,4094064,adminer.css
0.073,0.032,0.004,0.002,4311664,?
0.032,0.028,0.004,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.032,0.028,0,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.031,0.032,0,0.001,4094064,adminer.css
0.032,0.032,0,0.001,4310840,?
0.031,0.032,0,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.031,0.024,0.004,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.03,0.028,0,0.001,4094064,adminer.css
0.031,0.028,0,0.001,4310560,?a
0.034,0.024,0.004,0.002,4312008,?a
0.033,0.028,0.004,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.032,0.024,0.008,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.029,0.028,0,0.001,4094064,adminer.css
0.039,0.036,0.004,0.001,4310544,
0.033,0.032,0,0.001,4310840,
0.04,0.032,0.004,0.001,4310840,
0.032,0.032,0,0.001,4310840,
0.032,0.028,0.004,0.001,4310840,
0.031,0.024,0.004,0.001,4310840,
0.031,0.024,0.004,0.001,4310840,
0.033,0.032,0,0.001,4310840,
0.032,0.032,0,0.001,4310840,
0.032,0.028,0,0.001,4310840,
0.032,0.028,0.004,0.001,4310840,
0.035,0.028,0.004,0.001,4310840,
0.068,0.024,0.004,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.073,0.024,0.008,0.001,4313800,?file=default.css&version=4.2.1&driver=mysql
0.065,0.028,0.004,0.001,4094064,adminer.css
0.035,0.036,0,0.001,4311272,
0.036,0.028,0.004,0.001,4311368,
0.033,0.032,0,0.001,4311368,
0.033,0.032,0,0.001,4311368,
0.032,0.028,0,0.001,4311368,
0.035,0.028,0.008,0.001,4311368,
0.032,0.028,0.004,0.001,4311368,
0.033,0.024,0.008,0.001,4311368,
0.032,0.032,0,0.001,4311368,
0.037,0.032,0.004,0.002,4312640,
0.032,0.024,0.004,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.033,0.032,0,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.03,0.028,0,0.001,4094064,adminer.css
0.033,0.024,0.008,0.001,4310840,
0.032,0.024,0.008,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.031,0.032,0,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.05,0.028,0,0.001,4094064,adminer.css
0.039,0.036,0.004,0.001,4311832,
0.042,0.036,0,0.001,4310840,
0.035,0.028,0.004,0.001,4310840,
0.066,0.032,0,0.001,4310840,
0.069,0.032,0,0.001,4310840,
0.063,0.032,0,0.002,4310840,
0.107,0.032,0,0.005,4310840,
0.148,0.028,0.004,0.001,4310840,
0.186,0.024,0.016,0.004,4311272,
0.184,0.028,0.016,0.001,4311272,
0.139,0.024,0.004,0.001,4310840,
0.07,0.028,0.004,0.001,4310840,
0.096,0.032,0,0.001,4310840,
0.096,0.036,0,0.001,4310840,
0.089,0.032,0,0.001,4310840,
0.104,0.028,0.004,0.013,4310840,
0.127,0.024,0.008,0.001,4310840,
0.136,0.032,0,0.001,4310840,
0.126,0.032,0,0.001,4310840,
0.115,0.024,0.008,0.001,4310840,
0.084,0.032,0,0.001,4310840,
0.138,0.036,0.004,0.002,4094064,adminer.css
0.139,0.04,0.004,0.003,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.143,0.04,0.004,0.003,4312608,?file=default.css&version=4.2.1&driver=mysql
0.034,0.024,0.008,0.001,4311664,
0.066,0.032,0,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.066,0.028,0,0.001,4313608,?file=default.css&version=4.2.1&driver=mysql
0.03,0.028,0,0.001,4094064,adminer.css
0.035,0.032,0.004,0.001,4311832,
0.032,0.032,0,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.043,0.028,0,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.03,0.028,0,0.001,4094064,adminer.css
0.035,0.032,0,0.001,4311832,
0.033,0.028,0.004,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.032,0.028,0,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.033,0.024,0.008,0.001,4094064,adminer.css
0.035,0.032,0,0.001,4311832,
0.031,0.028,0,0.001,4311664,
0.061,0.028,0.004,0.001,4310840,
0.054,0.032,0,0.001,4310840,
0.062,0.032,0,0.001,4094064,adminer.css
0.069,0.032,0,0.001,4312608,?file=default.css&version=4.2.1&driver=mysql
0.04,0.028,0.004,0.001,4313432,?file=functions.js&version=4.2.1&driver=mysql
0.042,0.036,0.004,0.002,4311008,
0.065,0.024,0.008,0.001,4310184,
0.034,0.032,0,0.001,4028848,website/error/status/404
2.041,0.032,0.004,0.003,4291704,
0.037,0.024,0.008,0.001,4290400,
0.033,0.028,0,0.001,4290520,
0.033,0.028,0.004,0.001,4290528,
0.035,0.036,0,0.001,4290392,
2.035,0.032,0,0.001,4290520,
2.035,0.02,0.012,0.002,4290520,
0.039,0.028,0.008,0.001,4292208,
2.035,0.032,0.004,0.001,4290528,
0.042,0.032,0,0.001,4290400,
2.037,0.024,0.012,0.001,4290528,
0.033,0.024,0.008,0.001,4291344,
2.036,0.024,0.004,0.001,4290520,
2.036,0.028,0.004,0.002,4290528,
0.034,0.028,0.004,0.001,4290392,
2.034,0.032,0,0.001,4291176,
2.034,0.032,0,0.001,4290520,
2.047,0.032,0.004,0.001,4290520,
2.04,0.036,0.004,0.002,4291704,
2.036,0.028,0.004,0.001,4290528,
2.038,0.024,0.012,0.002,4290528,
2.037,0.028,0.008,0.001,4291704,
2.035,0.032,0,0.002,4290528,
0.034,0.028,0.004,0.001,4290528,
2.033,0.024,0.004,0.001,4291176,
0.037,0.028,0.008,0.001,4292208,
0.036,0.028,0.004,0.001,4290392,
2.033,0.02,0.008,0.001,4290520,
0.035,0.032,0.004,0.001,4292288,
2.036,0.024,0.008,0.002,4291704,
2.036,0.028,0.008,0.001,4290528,
0.034,0.036,0,0.001,4290400,
0.035,0.032,0,0.001,4290520,
0.035,0.032,0,0.001,4290528,
0.034,0.028,0.004,0.001,4290392,
2.037,0.024,0.008,0.001,4290520,
2.037,0.028,0.008,0.002,4290520,
0.032,0.024,0.008,0.001,4290520,
0.053,0.028,0.004,0.001,4290400,
2.034,0.028,0.004,0.002,4290528,
2.035,0.032,0,0.001,4291184,
2.034,0.028,0.004,0.002,4291176,
0.033,0.032,0,0.001,4290400,
2.035,0.032,0,0.001,4290520,
2.034,0.024,0.008,0.001,4290528,
0.037,0.036,0,0.001,4292280,
2.037,0.032,0.004,0.001,4291176,
2.037,0.024,0.008,0.002,4290520,
2.036,0.028,0.004,0.002,4290520,
0.033,0.028,0.004,0.001,4310840,
0.034,0.028,0.004,0.001,4310840,
0.031,0.016,0.012,0.001,4028848,website/error/status/404
0.033,0.028,0.004,0.001,4310840,
0.033,0.032,0,0.001,4310840,
0.03,0.024,0.004,0.001,4028848,website/error/status/404
0.035,0.024,0.008,0.001,4310840,
0.034,0.028,0.008,0.001,4310840,
0.046,0.032,0.004,0.001,4310840,
0.032,0.028,0.004,0.001,4028848,website/error/status/404
2.035,0.036,0,0.002,4290528,
2.039,0.032,0.004,0.001,4291712,
2.037,0.028,0,0.002,4290528,
0.032,0.02,0.012,0.001,4290528,
2.041,0.036,0.004,0.002,4291184,
2.04,0.036,0.004,0.002,4290528,
2.049,0.036,0,0.002,4291712,
0.035,0.028,0.004,0.001,4292208,
0.033,0.032,0,0.001,4291336,
0.034,0.028,0.004,0.001,4292288,
2.033,0.032,0,0.001,4290520,
2.034,0.024,0.008,0.002,4290520,
0.033,0.032,0,0.001,4290400,
0.037,0.028,0.008,0.001,4290520,
0.032,0.032,0,0.001,4290528,
2.037,0.036,0,0.002,4290528,
0.033,0.024,0.004,0.001,4290392,
2.043,0.032,0,0.002,4290520,
0.033,0.032,0,0.001,4290520,
0.035,0.036,0,0.001,4291344,
2.039,0.036,0,0.002,4290520,
2.036,0.036,0,0.002,4290512,
2.034,0.032,0,0.001,4291184,
0.031,0.032,0,0.001,4290400,
2.034,0.032,0,0.002,4290520,
0.031,0.032,0,0.001,4310840,
0.031,0.024,0.004,0.001,4310840,
0.029,0.024,0.004,0.001,4028848,website/error/status/404
0.035,0.02,0.012,0.001,4292280,
2.035,0.032,0,0.001,4291176,
2.033,0.024,0.008,0.001,4290496,
2.038,0.036,0,0.001,4290520,
2.065,0.02,0.008,0.001,4291336,
2.057,0.02,0.012,0.001,4291768,
2.041,0.028,0.012,0.002,4291704,
2.039,0.032,0.004,0.002,4291736,
2.04,0.028,0.008,0.001,4290528,
2.036,0.028,0.008,0.001,4291712,
0.031,0.032,0,0.001,4290528,
2.036,0.028,0.004,0.002,4290528,
2.038,0.024,0.012,0.002,4291184,
0.034,0.024,0.008,0.001,4292208,
2.039,0.036,0.004,0.002,4291712,
0.035,0.028,0.008,0.001,4290392,
0.032,0.024,0.004,0.001,4290400,
2.037,0.032,0,0.002,4290520,
2.035,0.024,0.008,0.002,4290520,
0.056,0.032,0,0.001,4292216,
0.048,0.024,0.008,0.001,4290520,
0.033,0.028,0.004,0.001,4290528,
0.035,0.028,0.004,0.001,4290392,
2.033,0.028,0.004,0.001,4290528,
2.032,0.032,0,0.001,4290520,
0.034,0.02,0.012,0.001,4291336,
0.035,0.024,0.012,0.001,4291344,
2.033,0.032,0,0.001,4290520,
2.033,0.032,0,0.001,4290528,
0.034,0.028,0.004,0.001,4290400,
2.037,0.024,0.012,0.001,4290528,
2.038,0.024,0.012,0.002,4290520,
0.032,0.028,0.004,0.001,4291072,
2.034,0.024,0.008,0.001,4291176,
2.035,0.028,0.004,0.001,4290528,
2.035,0.032,0.004,0.002,4290520,
2.033,0.032,0,0.001,4290520,
2.034,0.028,0.004,0.001,4290520,
2.036,0.028,0.004,0.002,4291704,
2.034,0.016,0.016,0.002,4290496,
0.031,0.024,0.004,0.001,4291344,
2.035,0.036,0,0.002,4290512,
2.039,0.032,0,0.002,4290528,
0.035,0.036,0,0.001,4292208,
2.036,0.024,0.008,0.002,4291184,
2.035,0.032,0,0.002,4290528,
2.036,0.032,0.004,0.002,4290528,
0.031,0.028,0.004,0.001,4290392,
0.031,0.028,0,0.001,4290400,
0.032,0.02,0.008,0.001,4290520,
0.032,0.02,0.008,0.001,4290400,
0.032,0.032,0,0.001,4290528,
2.035,0.032,0,0.002,4290520,
0.039,0.028,0.008,0.001,4290392,
2.034,0.028,0.004,0.002,4290528,
0.032,0.032,0,0.001,4290520,
0.032,0.032,0,0.001,4291344,
2.035,0.024,0.008,0.002,4290520,
2.04,0.024,0.012,0.002,4291704,
2.034,0.032,0,0.002,4290520,
2.037,0.032,0.004,0.002,4290528,
0.032,0.032,0,0.001,4290400,
2.033,0.028,0.004,0.001,4290528,
2.033,0.016,0.012,0.001,4290520,
0.034,0.02,0.012,0.001,4291072,
2.033,0.028,0.004,0.001,4291176,
2.033,0.032,0,0.001,4290528,
2.033,0.02,0.012,0.001,4290520,
2.035,0.032,0,0.002,4290520,
2.036,0.028,0.004,0.002,4290520,
2.039,0.028,0.008,0.002,4291704,
0.034,0.032,0,0.001,4290528,
2.032,0.032,0,0.001,4291184,
2.035,0.028,0.004,0.002,4290528,
2.036,0.032,0,0.002,4290528,
0.035,0.032,0,0.001,4291336,
2.048,0.028,0.004,0.001,4290528,
2.035,0.032,0,0.002,4290528,
0.034,0.032,0,0.001,4291072,
2.038,0.024,0.008,0.002,4291712,
0.033,0.028,0,0.001,4290392,
0.033,0.028,0.004,0.001,4290400,
0.032,0.028,0.004,0.001,4290520,
0.032,0.028,0,0.001,4290528,
0.06,0.032,0,0.001,4290392,
2.034,0.032,0,0.002,4290520,
0.032,0.028,0.004,0.001,4290520,
2.033,0.028,0.004,0.002,4290528,
0.032,0.032,0,0.001,4290400,
2.037,0.024,0.008,0.004,4290520,
2.036,0.028,0.008,0.002,4291176,
2.034,0.028,0.004,0.002,4291176,
2.037,0.036,0,0.002,4291712,
0.033,0.028,0.004,0.001,4290400,
2.033,0.028,0.004,0.001,4290528,
0.037,0.036,0,0.001,4290392,
2.092,0.036,0.004,0.002,4290520,
2.035,0.032,0,0.002,4291176,
2.034,0.032,0,0.002,4290528,
2.032,0.024,0.004,0.001,4290520,
2.046,0.032,0.008,0.002,4291176,
2.041,0.024,0.016,0.002,4291704,
2.037,0.028,0.008,0.001,4291704,
0.037,0.04,0,0.001,4290528,
2.041,0.036,0.004,0.002,4290528,
2.035,0.032,0.004,0.001,4290528,
2.036,0.024,0.008,0.002,4290496,
0.032,0.024,0.008,0.001,4291336,
0.035,0.028,0.008,0.001,4290400,
2.034,0.028,0.004,0.001,4291184,
0.039,0.02,0.016,0.001,4292208,
2.055,0.04,0,0.002,4290528,
2.036,0.032,0.004,0.001,4290528,
0.036,0.032,0,0.001,4290400,
0.033,0.028,0.004,0.001,4290520,
0.033,0.024,0.008,0.001,4290528,
0.043,0.032,0.012,0.001,4290520,
2.053,0.036,0.004,0.002,4290520,
0.036,0.028,0.004,0.001,4290400,
2.034,0.024,0.008,0.002,4291184,
2.035,0.036,0,0.002,4290520,
2.036,0.028,0.004,0.002,4290520,
0.033,0.028,0,0.001,4290392,
2.034,0.032,0,0.001,4291184,
0.034,0.032,0,0.001,4290400,
2.037,0.032,0.004,0.001,4290528,
0.033,0.028,0.004,0.001,4290392,
2.038,0.036,0,0.002,4290520,
2.033,0.028,0.004,0.001,4290520,
2.038,0.024,0.008,0.002,4257256,
2.036,0.028,0.004,0.001,4257840,
0.033,0.032,0,0.001,4276848,
0.032,0.024,0.004,0.001,4276848,
0.03,0.032,0,0.001,3995600,website/error/status/404
2.033,0.032,0,0.001,4257672,
0.032,0.028,0,0.001,4276848,
0.03,0.028,0,0.001,4276848,
0.066,0.036,0,0.001,3996024,website/error/status/404
2.034,0.032,0,0.001,4257672,
2.044,0.032,0.008,0.001,4258424,
2.073,0.028,0.012,0.002,4258424,
0.034,0.036,0,0.001,4257760,
0.034,0.024,0.004,0.001,4522592,news-center/
0.034,0.032,0,0.001,4522592,news-center/
0.03,0.028,0,0.001,3994848,website/error/status/404
2.033,0.032,0,0.001,4257680,
2.034,0.032,0.004,0.001,4257680,
0.057,0.048,0.008,0.001,4523008,news-center/
0.087,0.04,0,0.001,4523008,news-center/
0.035,0.024,0.008,0.001,4523008,news-center/
0.034,0.036,0,0.001,4523008,news-center/
0.03,0.024,0.004,0.001,3995600,website/error/status/404
0.032,0.02,0.008,0.001,4257752,
2.036,0.032,0,0.001,4257680,
0.033,0.028,0.004,0.001,4257760,
0.032,0.028,0.004,0.001,4257752,
2.034,0.032,0,0.001,4257680,
0.034,0.032,0,0.001,4258904,
0.035,0.028,0.004,0.001,4257752,
2.034,0.028,0.004,0.001,4257680,
2.033,0.032,0,0.001,4257680,
0.04,0.032,0,0.001,4257760,
0.033,0.02,0.008,0.001,4257752,
0.034,0.036,0,0.001,4257760,
2.044,0.028,0.004,0.001,4257672,
2.035,0.032,0,0.001,4257680,
2.036,0.02,0.012,0.001,4257672,
0.032,0.024,0.008,0.001,4257752,
2.034,0.032,0,0.001,4257672,
0.033,0.032,0,0.001,4257760,
2.035,0.032,0.004,0.001,4257680,
0.033,0.032,0,0.001,4257752,
2.034,0.032,0,0.001,4257680,
2.053,0.052,0,0.001,4257672,
2.034,0.028,0.004,0.001,4257672,
2.065,0.036,0,0.001,4257672,
2.035,0.032,0.004,0.001,4257680,
2.034,0.024,0.008,0.001,4257672,
2.035,0.028,0.004,0.001,4257672,
2.037,0.024,0.008,0.001,4258424,
0.033,0.024,0.008,0.001,4257760,
2.042,0.036,0,0.001,4258424,
0.043,0.024,0.016,0.001,4523008,news-center/
0.035,0.032,0.004,0.001,4523008,news-center/
0.029,0.024,0.004,0.001,3995600,website/error/status/404
0.034,0.032,0,0.001,4523008,news-center/
0.035,0.036,0,0.001,4523008,news-center/
0.031,0.024,0.004,0.001,3995600,website/error/status/404
2.035,0.028,0.004,0.001,4257680,
2.034,0.032,0,0.001,4257680,
0.031,0.016,0.016,0.001,4257752,
0.074,0.02,0.02,0,4643216,news-center/
2.055,0.028,0.004,0.001,4257680,
0.033,0.032,0,0.001,4257760,
0.072,0.036,0.012,0.01,4814776,website/news-center/main/index
0.034,0.024,0.008,0.001,4257752,
0.032,0.028,0.004,0.001,4257760,
0.038,0.028,0,0.001,4257752,
2.034,0.024,0.008,0.001,4257680,
0.037,0.028,0.008,0.001,4257760,
2.035,0.032,0,0.001,4257680,
2.05,0.028,0.008,0.001,4258432,
0.052,0.028,0.008,0.002,4234976,website/main/index
0.034,0.036,0,0.001,4257752,
0.032,0.024,0.004,0.001,4257760,
2.036,0.032,0,0.001,4257672,
2.035,0.028,0.004,0.001,4257680,
2.035,0.02,0.012,0.001,4257672,
0.031,0.028,0.004,0.001,4257752,
0.032,0.028,0.004,0.001,4257760,
2.035,0.036,0,0.001,4257672,
0.044,0.032,0.008,0.002,4816872,website/news-center/main/index
0.037,0.028,0.008,0.001,4258896,
2.034,0.028,0.004,0.001,4257680,
0.035,0.032,0,0.001,4235528,website/main/index
0.032,0.028,0,0.001,4137968,website/main/index
0.049,0.036,0.004,0.003,4393104,website/features/distribution/index
2.034,0.032,0,0.001,4257680,
0.039,0.036,0,0.001,4236440,website/main/index
2.036,0.024,0.008,0.002,4257672,
0.032,0.028,0.004,0.001,4237560,website/main/index
0.096,0.04,0.008,0,4734352,website/news-center/main/front_cached
2.036,0.028,0.004,0.001,4257672,
2.037,0.036,0,0.001,4257672,
2.065,0.028,0.004,0.001,4257680,
0.04,0.036,0.004,0.001,4258904,
2.033,0.028,0.004,0.001,4257672,
2.037,0.028,0.004,0.001,4257672,
2.04,0.028,0.012,0.002,4258424,
2.038,0.032,0.004,0.002,4258424,
2.035,0.02,0.012,0.001,4257680,
2.033,0.024,0.008,0.001,4257680,
0.032,0.032,0,0.001,4257752,
0.033,0.028,0.004,0.001,4257760,
2.034,0.02,0.012,0.001,4257680,
0.033,0.032,0,0.001,4257760,
0.032,0.032,0,0.001,4257752,
0.032,0.028,0,0.001,4257752,
0.034,0.028,0.004,0.001,4257760,
2.033,0.02,0.012,0.001,4257680,
0.034,0.028,0.004,0.001,4258896,
2.034,0.028,0.004,0.001,4257680,
2.034,0.028,0.004,0.001,4257680,
0.032,0.032,0,0.001,4257760,
0.036,0.032,0.004,0.001,4238168,website/main/index
2.037,0.028,0.008,0.001,4257680,
0.1,0.036,0.004,0,4733984,website/news-center/main/front_cached
2.035,0.032,0,0.001,4257672,
0.035,0.024,0.008,0.001,4238168,website/main/index
0.03,0.028,0,0.001,4257752,
0.073,0.028,0.008,0,4733984,website/news-center/main/front_cached
2.033,0.032,0,0.001,4257672,
2.033,0.024,0.004,0.001,4257672,
0.031,0.028,0.004,0.001,4257752,
0.039,0.028,0.008,0.001,4236280,website/login/index
2.033,0.028,0.004,0.001,4257680,
0.032,0.032,0,0.001,4257760,
0.034,0.032,0,0.001,4236736,website/main/index
2.031,0.024,0.004,0.001,4257680,
2.048,0.028,0.004,0.002,4257368,
2.032,0.028,0.004,0.001,4257672,
2.032,0.024,0.004,0.001,4257672,
0.039,0.028,0,0.001,4257760,
2.034,0.032,0,0.001,4257672,
2.034,0.032,0,0.001,4257672,
2.035,0.032,0.004,0.001,4258424,
2.036,0.024,0.008,0.001,4258424,
0.045,0.036,0.004,0.001,4249440,website/register/index
2.039,0.028,0.004,0.001,4257680,
0.051,0.032,0.004,0.001,4236736,website/main/index
2.032,0.032,0,0.001,4257680,
0.03,0.032,0,0.001,4257752,
2.033,0.028,0.004,0.001,4257680,
0.03,0.028,0.004,0.001,4257760,
0.032,0.028,0,0.001,4257760,
0.031,0.028,0.004,0.001,4257752,
2.033,0.028,0.004,0.001,4257680,
0.033,0.028,0,0.001,4257752,
0.031,0.024,0.004,0.001,4257760,
2.033,0.032,0,0.001,4257680,
0.038,0.032,0,0.001,4257752,
2.032,0.028,0.004,0.001,4257680,
0.037,0.032,0.004,0.003,4262808,website/register/index
0.031,0.028,0.004,0.001,4257760,
2.035,0.024,0.008,0.001,4257680,
2.031,0.028,0.004,0.001,4257680,
2.031,0.032,0,0.001,4257672,
0.03,0.032,0,0.001,4257752,
0.049,0.024,0.012,0.001,4258896,
2.032,0.032,0,0.001,4257672,
2.034,0.024,0.008,0.001,4257672,
2.035,0.028,0.004,0.001,4257680,
0.03,0.024,0.004,0.001,4257760,
2.032,0.028,0,0.001,4257680,
2.031,0.028,0.004,0.001,4257672,
2.031,0.024,0.004,0.001,4257672,
2.033,0.032,0,0.001,4257672,
0.04,0.036,0.004,0.001,4257760,
2.033,0.032,0,0.001,4257672,
2.033,0.032,0,0.001,4257672,
2.038,0.036,0,0.001,4258424,
2.034,0.024,0.008,0.001,4258424,
2.033,0.032,0,0.001,4257680,
0.03,0.024,0.004,0.001,4257752,
2.033,0.032,0,0.001,4257680,
2.033,0.028,0.004,0.001,4257680,
0.032,0.032,0,0.001,4257760,
0.033,0.032,0,0.001,4257760,
0.032,0.028,0,0.001,4257752,
0.036,0.032,0.004,0.001,4257760,
0.036,0.028,0.004,0.001,4257752,
2.035,0.032,0,0.001,4257680,
0.05,0.028,0,0.001,4257752,
2.04,0.024,0,0.001,4257680,
0.031,0.024,0.004,0.001,4257760,
2.033,0.02,0.012,0.001,4257680,
2.032,0.032,0,0.001,4257680,
2.034,0.024,0.008,0.001,4257672,
0.031,0.02,0.008,0.001,4257752,
2.033,0.024,0.008,0.001,4257680,
0.058,0.032,0,0.001,4257752,
2.07,0.032,0.004,0.001,4257672,
2.032,0.024,0.004,0.001,4257672,
2.034,0.02,0.012,0.001,4257680,
2.034,0.032,0,0.001,4257680,
0.031,0.028,0.004,0.001,4257760,
2.034,0.032,0,0.001,4257672,
2.037,0.028,0.004,0.001,4257672,
0.032,0.028,0,0.001,4257760,
2.035,0.028,0.004,0.001,4257672,
2.032,0.024,0.004,0.001,4257672,
2.035,0.028,0.004,0.001,4257672,
2.036,0.032,0.004,0.001,4258424,
2.032,0.032,0,0.001,4257672,
2.036,0.028,0.008,0.001,4258432,
0.032,0.028,0.004,0.001,4257752,
2.036,0.028,0.004,0.001,4257680,
0.034,0.028,0.008,0.001,4257760,
2.038,0.036,0,0.001,4257680,
0.082,0.04,0.004,0.003,4257760,
0.101,0.028,0.016,0.001,4257752,
0.038,0.032,0.008,0.001,4257760,
0.032,0.016,0.016,0.001,4257752,
2.036,0.032,0,0.001,4257680,
0.032,0.032,0,0.001,4257760,
2.033,0.028,0.004,0.001,4257680,
2.035,0.036,0,0.001,4257680,
0.031,0.032,0,0.001,4257752,
2.037,0.028,0.004,0.001,4257680,
0.035,0.036,0,0.001,4257752,
2.038,0.036,0,0.002,4257672,
0.031,0.028,0.004,0.001,4257752,
2.058,0.036,0,0.002,4257680,
2.039,0.024,0.008,0.001,4257672,
2.037,0.024,0.012,0.001,4257672,
0.042,0.032,0.004,0.003,4265224,website/register/index
0.037,0.024,0.012,0.001,4258904,
2.034,0.028,0.004,0.001,4257680,
2.035,0.036,0,0.001,4257680,
2.036,0.024,0.012,0.001,4257672,
2.032,0.024,0.008,0.001,4257672,
0.036,0.032,0.004,0.001,4257760,
2.036,0.028,0.008,0.002,4257672,
0.766,0.04,0.008,0.002,4646664,api/iella/auth/send_verification_email
0.919,0.064,0.004,0.024,4970776,website/register/index
0.036,0.032,0,0.001,4236592,website/register/thanks
2.048,0.04,0,0.001,4258424,
2.035,0.032,0,0.002,4257672,
0.034,0.024,0.008,0.001,4239760,website/main/index
2.039,0.02,0.016,0.001,4258424,
2.048,0.032,0.004,0.001,4258424,
0.033,0.032,0,0.001,4257752,
0.033,0.024,0.008,0.001,4280648,?username=jonathan&privileges=
2.033,0.032,0,0.001,4257680,
0.031,0.028,0,0.001,4257760,
2.035,0.028,0.008,0.001,4257680,
0.032,0.028,0.004,0.001,4278624,
0.031,0.024,0.004,0.001,4257760,
0.031,0.024,0.004,0.001,4257752,
2.038,0.028,0.008,0.001,4257680,
0.031,0.032,0,0.001,4257760,
0.033,0.024,0.008,0.002,4257752,
2.032,0.032,0,0.001,4257680,
0.037,0.024,0.004,0.001,4257760,
2.033,0.024,0.008,0.001,4257680,
